tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,root_tweet_id,root_author_id,root_created_at,conversation_group_id
813231,AmazonHelp,False,Thu Oct 12 21:51:45 +0000 2017,"@313787 Désolé pour la réponse précédente  🙏 Pour votre cas, effectivement, l’article est référencé sur la boutique jeux vidéo ^RA",813233,813230,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
813233,313787,True,Thu Oct 12 21:56:41 +0000 2017,@AmazonHelp D'accord ! Mais il s'agit pourtant d'un livre (guide de jeu)... Est-ce normal qu'il soit référencé de cette façon ?,813234,813231,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
813234,AmazonHelp,False,Thu Oct 12 22:07:00 +0000 2017,"@313787 en principe non, je vais remonter le cas au service concerné, afin qu'il puisse vérifier le cas. Merci de l'avoir signal ^RA",813235,813233,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
813235,313787,True,Thu Oct 12 22:10:22 +0000 2017,@AmazonHelp Je vous en prie. Merci à vous pour votre temps :),813236,813234,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
813236,AmazonHelp,False,Thu Oct 12 22:13:01 +0000 2017,@313787 Avec Plaisir ! passez une excellente fin de soirée ^RA,813237,813235,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
813237,313787,True,Thu Oct 12 22:13:25 +0000 2017,"@AmazonHelp Merci, pareillement !",813238,813236,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
813238,AmazonHelp,False,Thu Oct 12 22:14:38 +0000 2017,@313787 👍,813239,813237,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
813239,313787,True,Thu Oct 12 23:08:01 +0000 2017,"@AmazonHelp Je me permets de vous ennuyer à nouveau. Si je commande un autre article pour avoir + de 25€ et donc livraison gratuite, et que (...)",813240,813238,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
813240,313787,True,Thu Oct 12 23:10:03 +0000 2017,"@AmazonHelp je sélectionne ""envoyer en un minimum de colis"", ma commande rentrera-t-elle dans ces conditions ? (l'un des articles paraît de 24/11) https://t.co/tHA8h05l7q",813241,813239,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
813241,AmazonHelp,False,Fri Oct 13 05:28:31 +0000 2017,"@313787 Je vous invite à faire la simulation sur notre site, vous aurez plus de visibilité dans le récapitulatif de commande. ^ARC",813242,813240,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
813242,313787,True,Fri Oct 13 10:38:54 +0000 2017,@AmazonHelp Merci pour votre réponse. Une simulation me permettra de savoir (de façon relativement sûre) si mes articles seront livrés séparément ?,813243,813241,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
813243,AmazonHelp,False,Fri Oct 13 10:53:36 +0000 2017,@313787 C'est plutôt sur l'email de confirmation de l'expédition de la commande que l'information vous sera communiquée. ^FA,813244,813242,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
813244,313787,True,Fri Oct 13 10:59:58 +0000 2017,"@AmazonHelp D'accord, je vais donc faire ça. Merci pour l'information, passez une agréable journée :)",813245,813243,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
813245,AmazonHelp,False,Fri Oct 13 11:08:00 +0000 2017,@313787 Agréable journée à vous aussi :),,813244,813229,313787,Thu Oct 12 19:15:08 +0000 2017,CONV_813229
833140,206182,True,Fri Oct 13 06:29:52 +0000 2017,@115850 order id is ORDER # 404-9923437-4319507. was attempted in gurgaon even though add is of delhi. please help,"833139,833141,833142",,833140,206182,Fri Oct 13 06:29:52 +0000 2017,CONV_833140
833142,AmazonHelp,False,Fri Oct 13 06:40:00 +0000 2017,"@206182 I'm sorry for the confusion in delivering this order, being a social platform we'll not be able to access your order 1/2 ^MJ",,833140,833140,206182,Fri Oct 13 06:29:52 +0000 2017,CONV_833140
833141,AmazonHelp,False,Fri Oct 13 06:40:00 +0000 2017,@206182 over Twitter. Call us here: https://t.co/vlvfJr4nN9 &amp; we'll check this for you. 2/2 ^MJ,,833140,833140,206182,Fri Oct 13 06:29:52 +0000 2017,CONV_833140
833139,AmazonHelp,False,Fri Oct 13 06:40:30 +0000 2017,"@206182 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^MJ",,833140,833140,206182,Fri Oct 13 06:29:52 +0000 2017,CONV_833140
843572,159139,True,Sat Nov 25 10:05:28 +0000 2017,@AmazonHelp is there anyway of knowing when a parcel will be delivered? It was supposed to be Monday but it's coming today,843570,,843572,159139,Sat Nov 25 10:05:28 +0000 2017,CONV_843572
843570,AmazonHelp,False,Sat Nov 25 10:08:23 +0000 2017,"@159139 Hi, do you know which carrier is delivering your order? ^KI","843571,843566",843572,843572,159139,Sat Nov 25 10:05:28 +0000 2017,CONV_843572
843566,159139,True,Sat Nov 25 10:10:06 +0000 2017,@AmazonHelp It's amazon shipping,843564,843570,843572,159139,Sat Nov 25 10:05:28 +0000 2017,CONV_843572
843571,159139,True,Sat Nov 25 10:10:57 +0000 2017,@AmazonHelp I've DMed you the tracking number,,843570,843572,159139,Sat Nov 25 10:05:28 +0000 2017,CONV_843572
843564,AmazonHelp,False,Sat Nov 25 10:14:30 +0000 2017,@159139 Great we will respond to your DM ^CR,843565,843566,843572,159139,Sat Nov 25 10:05:28 +0000 2017,CONV_843572
843565,159139,True,Sat Nov 25 10:24:39 +0000 2017,@AmazonHelp It just gives a window until 8pm. This order was supposed to be delivered on Monday. How can I change it back to that,843567,843564,843572,159139,Sat Nov 25 10:05:28 +0000 2017,CONV_843572
843567,AmazonHelp,False,Sat Nov 25 10:29:00 +0000 2017,"@159139 Hi Suzy, please contact us using the link Danielle has provided to you in DM and we'll check if we can have the parcel re-scheduled for Monday.^MA",843568,843565,843572,159139,Sat Nov 25 10:05:28 +0000 2017,CONV_843572
843568,159139,True,Sat Nov 25 10:36:03 +0000 2017,@AmazonHelp Yes but I had to email as I can phone so it'll be to late,843569,843567,843572,159139,Sat Nov 25 10:05:28 +0000 2017,CONV_843572
843569,AmazonHelp,False,Sat Nov 25 10:40:39 +0000 2017,"@159139 Thank you for that. We will respond to your email as soon as possible and we will take action on your request. Please keep us posted, thanks.^GA",,843568,843572,159139,Sat Nov 25 10:05:28 +0000 2017,CONV_843572
866170,325665,True,Fri Oct 20 17:42:50 +0000 2017,"got myself the Chrom amiibo, shame my order of Fire Emblem Warriors didn’t turn up though, what’s up with that @115821? https://t.co/WHJFAm3ErD","866168,866172",,866170,325665,Fri Oct 20 17:42:50 +0000 2017,CONV_866170
866172,AmazonHelp,False,Fri Oct 20 17:45:27 +0000 2017,@325665 I'm sorry for the trouble! Are there any tracking updates available: https://t.co/aaDyEz1VgE? ^ST,866178,866170,866170,325665,Fri Oct 20 17:42:50 +0000 2017,CONV_866170
866168,AmazonHelp,False,Fri Oct 20 17:47:03 +0000 2017,"@325665 I'm sorry your order hasn't arrived yet, Chris! What does the tracking info show: https://t.co/aaDyEz1VgE Let us know! ^LB",866169,866170,866170,325665,Fri Oct 20 17:42:50 +0000 2017,CONV_866170
866178,325665,True,Fri Oct 20 17:54:14 +0000 2017,@AmazonHelp I just have a “delivery pending” notice,866179,866172,866170,325665,Fri Oct 20 17:42:50 +0000 2017,CONV_866170
866169,325665,True,Fri Oct 20 18:00:06 +0000 2017,"@AmazonHelp hey, already had a tweet come through, eager to sort the problem! Also just a heads up, I got a DM from this account, this legit? https://t.co/MMwqAlgoj7",866171,866168,866170,325665,Fri Oct 20 17:42:50 +0000 2017,CONV_866170
866179,AmazonHelp,False,Fri Oct 20 18:02:01 +0000 2017,"@325665 We'd like to look into this further with you. When you have the chance, please reach out here: https://t.co/JzP7hlA23B ^VB",,866178,866170,325665,Fri Oct 20 17:42:50 +0000 2017,CONV_866170
866171,AmazonHelp,False,Fri Oct 20 18:12:31 +0000 2017,"@325665 That isn't an Amazon handle, Chris. Please don't respond to their inquiry. I will report them accordingly. Thank you! ^SK",,866169,866170,325665,Fri Oct 20 17:42:50 +0000 2017,CONV_866170
89203,135293,True,Thu Nov 30 14:34:07 +0000 2017,"@AmazonHelp  - dear Amazon help - HELP! I'm dealing with Amazon for more than over a week now trying to cancel my order that has been partially paid with a giftcard and partially with a creditcard, but Amazon does not accept the creditcard payment 1/2","89201,89215",,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89215,135293,True,Thu Nov 30 14:35:31 +0000 2017,@AmazonHelp @AmazonHelp Meanwhile my account is blocked and it stays blocked until I have send some creditcard statement which I refuse to do so and I want to cancel the order and get the amount from my giftcard back - Just that simple!,"89280,89284",89203,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89201,AmazonHelp,False,Thu Nov 30 14:47:00 +0000 2017,@135293 Sorry to hear hat your account is blocked. Have you received an email from the Accounts Specialist team about this? We won't be able to access your account until it has been reviewed by an Account Specialist. ^RS,89202,89203,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89280,AmazonHelp,False,Thu Nov 30 14:44:00 +0000 2017,"@135293 I'm sorry you're having trouble with your account. Which Amazon account are you using? (https://t.co/nUUp5MLhYl, Amazon.de, Amazon.UK, etc.)",89281,89215,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89202,135293,True,Thu Nov 30 14:56:20 +0000 2017,"@AmazonHelp The account specialist did have a look - as long as I don't provide the details is stays locked. I will NOT provide the details, so you can keep the account and have fun with it! All I want is my giftcard money back which I'm entitled too as nothing will be ordered (ever again!)",89204,89201,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89281,135293,True,Thu Nov 30 14:52:46 +0000 2017,"@AmazonHelp A de account, search under my name and you will find them - again, all I want is to cancel the order, get my giftcard amount back asap.",89282,89280,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89204,AmazonHelp,False,Thu Nov 30 15:30:00 +0000 2017,"@135293 Unfortunately we cannot pay out the value of your gift card. Please find the complete T&amp;C here: https://t.co/jYS5OWl3sZ If you cancel an order the value of the gift card will be transferred back to your Amazon account, which is why it is necessary to get it unlocked. ^LN","89205,89206",89202,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89282,AmazonHelp,False,Thu Nov 30 15:12:31 +0000 2017,"@135293 If you do not send the requested documents, the order will be canceled automatically after five days. But, as long as you do not send the information, the account will not be unblocked and you won’t be able to access the gift card amount. ^AW",89283,89281,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89205,135293,True,Thu Nov 30 15:32:25 +0000 2017,@AmazonHelp Interesting - to clarify I'm not asking for a pay out - I get that - but the value should be back in my account no? But for that reason it needs to be unlocked - by sharing information that I do not want (and in fact not able to) share.,89207,89204,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89206,135293,True,Thu Nov 30 16:06:57 +0000 2017,@AmazonHelp Hello Amazon. My creditcard issuer was so kind to provide me with an authorization code as you did made a reservation on my creditcard account the minute I placed the order. That code should help you to verify that the card belongs to me and my address - where can I send it to?,89211,89204,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89283,135293,True,Thu Nov 30 15:20:27 +0000 2017,"@AmazonHelp 5 days have passed and still nothing happend, no giftcard refund, no access, no confirmation the order is terminated, in fact no communication AT ALL, so something is going wrong somewhere! Had to create a new account to get in touch - not a great customer experience.....",,89282,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89207,135293,True,Thu Nov 30 15:35:23 +0000 2017,"@AmazonHelp Which than leads to the situation that I'm being held ""hostage"" by Amazon to provide creditcard details (by FAX!!!) that my creditcard company does not provide FOR security reasons, in order to get my giftcard back. Is this a joke?",89208,89205,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89211,AmazonHelp,False,Thu Nov 30 16:13:00 +0000 2017,@135293 Any information provided regarding the account will need to be sent as a direct response to the email that you received from our Account Specialists. They'll then be able to direct you further. ^GS,89212,89206,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89208,135293,True,Thu Nov 30 15:37:52 +0000 2017,@AmazonHelp It can't be true in this day and age - that I need to FAX a creditcard statement to Amazon with my carddetails and address that the biggest creditcard issuer in the world - Mastercard - does not send as everything is digital and......,89209,89207,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89212,135293,True,Thu Nov 30 16:20:09 +0000 2017,@AmazonHelp Eeuhmm nope as replying to the accountspecialist e-mail bounces back as it is send from an no-reply address - running around in circles here! Can an actual person from the right departement contact me please - I getting tired of this - honestly.,89213,89211,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89209,135293,True,Thu Nov 30 15:41:38 +0000 2017,"@AmazonHelp for security reasons does not show addresses on creditcard statement. As a punishment by Amazon for not doing this, they will not unlock my account in order to retrieve the value of my giftcard that de-facto has not been used a the order as will be cancelled. Blown away by this.",89210,89208,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89213,AmazonHelp,False,Thu Nov 30 16:37:10 +0000 2017,"@135293 Ok, please contact us, the Amazon.de Social Media Team via https://t.co/cUDnC8mjd7 You can skip the login via ""die Anmeldung überspringen"". We would assist you in this case. ^MS",89214,89212,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89210,135293,True,Thu Nov 30 15:46:36 +0000 2017,@AmazonHelp And oh by the way - I use my creditcard day in day day out in on other websites WITHOUT - and I repeat - WITHOUT any hassle at all! Only Amazon creates problems - but I guess that is what you can expect from a company that still uses a FAX. Hope we can solve the issue fast!,,89209,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
89214,135293,True,Thu Nov 30 16:40:08 +0000 2017,@AmazonHelp Done - waiting for the call :-),,89213,89203,135293,Thu Nov 30 14:34:07 +0000 2017,CONV_89203
91264,135793,True,Thu Nov 30 15:17:10 +0000 2017,"T'es chelou @120533 tu fais payer tes clients pour avoir un service dégradé.

Tu commandes normalement, tu reçois tes produits dans la boîte au lettre 

Tu prends le prime, on te dérange au téléphone 10mn (mais on t'appelle ""chef"") pour finir avec le colis sous le paillasson 🤔",91262,,91264,135793,Thu Nov 30 15:17:10 +0000 2017,CONV_91264
91262,AmazonHelp,False,Thu Nov 30 15:26:30 +0000 2017,"@135793 Bonjour, vraiment désolé pour cet incident. Votre colis est-il intact ? Par quel transporteur a-t-il  été acheminé ? ^KD",91263,91264,91264,135793,Thu Nov 30 15:17:10 +0000 2017,CONV_91264
91263,135793,True,Thu Nov 30 15:29:38 +0000 2017,@AmazonHelp C'est pas la première fois je pense que c'est vos processus qui sont à revoir... le colis je verrais s'il est toujours là dans 2h,"91265,91266",91262,91264,135793,Thu Nov 30 15:17:10 +0000 2017,CONV_91264
91265,AmazonHelp,False,Thu Nov 30 15:35:27 +0000 2017,@135793 L'avez-vous signalé à notre SAV je vous prie ? ^MA,91267,91263,91264,135793,Thu Nov 30 15:17:10 +0000 2017,CONV_91264
91266,135793,True,Thu Nov 30 15:50:27 +0000 2017,"@AmazonHelp @120533 feriez mieux de prendre exemple sur @131800 qui :

N'a pas essayé de me vendre une snes mini 15eu plus cher en preco

N'a pas refusé le paiement en 4x

M'a livré en 24h dans un endroit sûr et accessible et ce sans supplément",,91263,91264,135793,Thu Nov 30 15:17:10 +0000 2017,CONV_91264
91267,135793,True,Thu Nov 30 15:52:02 +0000 2017,@AmazonHelp Votre SAV où on ne comprend pas les interlocuteurs ?,91268,91265,91264,135793,Thu Nov 30 15:17:10 +0000 2017,CONV_91264
91268,AmazonHelp,False,Thu Nov 30 16:07:55 +0000 2017,@135793 Avez-vous déjà signalé le souci de livraison à notre SAV s'il vous plaît ?,91269,91267,91264,135793,Thu Nov 30 15:17:10 +0000 2017,CONV_91264
91269,135793,True,Thu Nov 30 16:09:34 +0000 2017,@AmazonHelp J'attends de constater la présence ou non du colis devant ma porte... de plus j'attends un autre colis de vous demain,91270,91268,91264,135793,Thu Nov 30 15:17:10 +0000 2017,CONV_91264
91270,AmazonHelp,False,Thu Nov 30 16:13:33 +0000 2017,"@135793 D'accord, on cas de problème merci de sigaler l'incident à notre SAV via  https://t.co/hgIrz98cdI ^AR",,91269,91264,135793,Thu Nov 30 15:17:10 +0000 2017,CONV_91264
916515,337604,True,Sat Oct 21 09:40:29 +0000 2017,"@115850 #Diwali Expected delivery on 20th Oct. I didn't request for delay in delivery,  delivery guy must've delayed it. Please send ASAP.","916514,916516",,916515,337604,Sat Oct 21 09:40:29 +0000 2017,CONV_916515
916516,AmazonHelp,False,Sat Oct 21 09:43:31 +0000 2017,@337604 Our support team will be happy to look into this. You can connect with us here: https://t.co/R3EfhzgU8B. (1/2) ^CB,,916515,916515,337604,Sat Oct 21 09:40:29 +0000 2017,CONV_916515
916514,AmazonHelp,False,Sat Oct 21 09:44:30 +0000 2017,@337604 Please don't provide your order details as we consider it personal info. Our twitter page is visible to public.(2/2) ^CB,,916515,916515,337604,Sat Oct 21 09:40:29 +0000 2017,CONV_916515
916845,309584,True,Fri Oct 13 19:54:08 +0000 2017,"@AmazonHelp not happy wwe 2k18 didn't arrive today, 8:53 now and nothing, was supposed to arrive today, 4 days early pre order bonus",916840,,916845,309584,Fri Oct 13 19:54:08 +0000 2017,CONV_916845
916840,AmazonHelp,False,Fri Oct 13 20:32:32 +0000 2017,@309584 I'm sorry for the wait! We're happy to review the order and any available options with you here: https://t.co/JzP7hlA23B ^AG,"916841,916842,916843,916844",916845,916845,309584,Fri Oct 13 19:54:08 +0000 2017,CONV_916845
916841,309584,True,Fri Oct 13 20:40:06 +0000 2017,@AmazonHelp for over 24 hours it has said preparing to dispatch,,916840,916845,309584,Fri Oct 13 19:54:08 +0000 2017,CONV_916845
916842,309584,True,Fri Oct 13 20:51:54 +0000 2017,@AmazonHelp for over 24 hours it has said preparing to dispatch,,916840,916845,309584,Fri Oct 13 19:54:08 +0000 2017,CONV_916845
916843,309584,True,Fri Oct 13 21:01:11 +0000 2017,@AmazonHelp for over 24 hours it has said preparing to dispatch.,,916840,916845,309584,Fri Oct 13 19:54:08 +0000 2017,CONV_916845
916844,309584,True,Fri Oct 13 21:17:29 +0000 2017,@AmazonHelp for over 24 hours it has said preparing to dispatch..,916846,916840,916845,309584,Fri Oct 13 19:54:08 +0000 2017,CONV_916845
916846,AmazonHelp,False,Fri Oct 13 22:17:28 +0000 2017,@309584 We're unable to access your account info via Twitter. Please reach us directly using the link provided by ^AG. ^JF,,916844,916845,309584,Fri Oct 13 19:54:08 +0000 2017,CONV_916845
924416,339380,True,Sat Oct 21 13:49:14 +0000 2017,@115821 you ruined my Diwali surprise by not delivering it on time. No customer service satisfaction either #AmazonIndia bad service,924414,,924416,339380,Sat Oct 21 13:49:14 +0000 2017,CONV_924416
924414,AmazonHelp,False,Sat Oct 21 13:58:00 +0000 2017,@339380 Apologies for the experience. I'd request you to fill in your details here: https://t.co/GIJyeYqKE0 &amp; we'll help you.^OS,924415,924416,924416,339380,Sat Oct 21 13:49:14 +0000 2017,CONV_924416
924415,339380,True,Sun Oct 22 03:34:40 +0000 2017,@AmazonHelp It still ain’t gonna get my Diwali back right... #fakepromises by the team.. #amazonindia,"924417,924418",924414,924416,339380,Sat Oct 21 13:49:14 +0000 2017,CONV_924416
924418,AmazonHelp,False,Sun Oct 22 03:57:34 +0000 2017,@339380 Sorry for the disappointment. We can't gain access to your account details via Twitter. Please share your details in (1/2) ^KA,,924415,924416,339380,Sat Oct 21 13:49:14 +0000 2017,CONV_924416
924417,AmazonHelp,False,Sun Oct 22 03:57:39 +0000 2017,@339380 the link provided above so that we can check the issue and reach out to you. (2/2) ^KA,924419,924415,924416,339380,Sat Oct 21 13:49:14 +0000 2017,CONV_924416
924419,339380,True,Sun Oct 22 04:01:19 +0000 2017,@AmazonHelp Done with that,924420,924417,924416,339380,Sat Oct 21 13:49:14 +0000 2017,CONV_924416
924420,AmazonHelp,False,Sun Oct 22 04:39:07 +0000 2017,"@339380 If you've provided your details in the link shared earlier, we'll check the issue and revert. ^KA",,924419,924416,339380,Sat Oct 21 13:49:14 +0000 2017,CONV_924416
930377,340713,True,Mon Nov 20 20:23:57 +0000 2017,Thanks @115817 @UPSHelp for delivering my @115821 order already open for me. So glad I don't have to bother opening this now. https://t.co/sJPAUb5IYl,"930376,930378",,930377,340713,Mon Nov 20 20:23:57 +0000 2017,CONV_930377
930376,AmazonHelp,False,Mon Nov 20 20:33:00 +0000 2017,"@340713 I'm sorry for the trouble on the order! Please be sure to give us a call or chat here, https://t.co/hApLpMlfHN, so we can investigate this together with you. ^TG",,930377,930377,340713,Mon Nov 20 20:23:57 +0000 2017,CONV_930377
930378,UPSHelp,False,Mon Nov 20 20:34:58 +0000 2017,@340713 I completely understand how upsetting this has been for you when receiving your package in this condition. Was the item damaged? Was there any items missing? Please DM the tracking number so we can look into this. ^JL https://t.co/wKJHDXWGRQ,,930377,930377,340713,Mon Nov 20 20:23:57 +0000 2017,CONV_930377
931498,340983,True,Tue Oct 24 11:27:28 +0000 2017,"@115850 
I purchased a phone frm this site then I opened pocket of phone in which had not bill of phone .Can I obtain the bill of phone",931495,,931498,340983,Tue Oct 24 11:27:28 +0000 2017,CONV_931498
931495,AmazonHelp,False,Tue Oct 24 11:55:41 +0000 2017,@340983 You can download an invoice from your Amazon.in account. You may use the link here: https://t.co/r3mxli0q9I. ^GS,"931494,931496,931497",931498,931498,340983,Tue Oct 24 11:27:28 +0000 2017,CONV_931498
931497,340983,True,Sat Oct 28 12:45:04 +0000 2017,"@AmazonHelp  I want to  invoice print my phone Lenovo vibe k5 
Order no - 4__credit_card__",1130527,931495,931498,340983,Tue Oct 24 11:27:28 +0000 2017,CONV_931498
931496,340983,True,Sat Oct 28 12:47:27 +0000 2017,"@AmazonHelp 
Help me sir","931581,931582",931495,931498,340983,Tue Oct 24 11:27:28 +0000 2017,CONV_931498
931494,340983,True,Sat Oct 28 12:48:59 +0000 2017,"@AmazonHelp 
Invoice no: TN-MAA4-__credit_card__",931493,931495,931498,340983,Tue Oct 24 11:27:28 +0000 2017,CONV_931498
1130527,AmazonHelp,False,Sat Oct 28 13:04:00 +0000 2017,"@340983 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^VN",,931497,931498,340983,Tue Oct 24 11:27:28 +0000 2017,CONV_931498
931581,AmazonHelp,False,Sat Oct 28 12:55:55 +0000 2017,@340983 Do keep us posted for further assistance. 2/2 ^SB,,931496,931498,340983,Tue Oct 24 11:27:28 +0000 2017,CONV_931498
931582,AmazonHelp,False,Sat Oct 28 12:55:55 +0000 2017,@340983 You may get the invoice using the link: https://t.co/vjJ1XVDAVN from the Amazon website. 1/2 ^SB,,931496,931498,340983,Tue Oct 24 11:27:28 +0000 2017,CONV_931498
931493,AmazonHelp,False,Sat Oct 28 13:01:01 +0000 2017,@340983 This shouldn't be a problem. You may click here: https://t.co/00yR31SniP for steps to get the invoice of your order. ^MO,,931494,931498,340983,Tue Oct 24 11:27:28 +0000 2017,CONV_931498
969132,350050,True,Sun Oct 22 06:44:43 +0000 2017,"@115850 @115821 @118702
Amazon is Gang of THUGS &amp; most CORRUPTED CHOR online portal delivering duplicate, defective and 1st copy items. https://t.co/HzBgXuq1pN",969130,,969132,350050,Sun Oct 22 06:44:43 +0000 2017,CONV_969132
969130,AmazonHelp,False,Sun Oct 22 06:56:29 +0000 2017,@350050 I'm sorry the issue hasn't been resolved yet. Please reply to the email received from us and we'll get back to you. ^SH,969131,969132,969132,350050,Sun Oct 22 06:44:43 +0000 2017,CONV_969132
969131,350050,True,Sun Oct 22 07:00:19 +0000 2017,"@AmazonHelp Shut up Bunch of Liars.
Refund my money right now.

MOST CORRUPTED customer care on this earth","969133,969134",969130,969132,350050,Sun Oct 22 06:44:43 +0000 2017,CONV_969132
969133,AmazonHelp,False,Sun Oct 22 07:15:27 +0000 2017,"@350050 As this is a social media platform, we can't view your account/order details. (1/2)^HR",,969131,969132,350050,Sun Oct 22 06:44:43 +0000 2017,CONV_969132
969134,AmazonHelp,False,Sun Oct 22 07:15:27 +0000 2017,"@350050 Hence, please reply to the email you have received and we will get back to you with an update.(2/2)^HR",,969131,969132,350050,Sun Oct 22 06:44:43 +0000 2017,CONV_969132
970879,350364,True,Sat Oct 14 05:27:52 +0000 2017,@115850 Please Refund ASAP I Have to order for Diwali   ORDER # 405-7452092-0382728,"970878,970880",970881,970879,350364,Sat Oct 14 05:27:52 +0000 2017,CONV_970879
970880,AmazonHelp,False,Sat Oct 14 06:01:29 +0000 2017,@350364 That's strange. Let us check this out for you. Please drop your details here: https://t.co/ZcfWKuyGYX (1/2) ^VM,,970879,970879,350364,Sat Oct 14 05:27:52 +0000 2017,CONV_970879
970878,AmazonHelp,False,Sat Oct 14 06:02:00 +0000 2017,"@350364 so that we can get in touch with you. Please don’t provide your order details, we consider them as personal information. ^VM",,970879,970879,350364,Sat Oct 14 05:27:52 +0000 2017,CONV_970879
984282,353336,True,Sat Oct 14 09:13:06 +0000 2017,"@115850 amazon customer care accpted its fault but unavle to process my compensation

#fraud","984281,984283",,984282,353336,Sat Oct 14 09:13:06 +0000 2017,CONV_984282
984281,AmazonHelp,False,Sat Oct 14 09:47:24 +0000 2017,@353336 For more info please check here: https://t.co/B3eOKtYRjv 2/2 ^KA,,984282,984282,353336,Sat Oct 14 09:13:06 +0000 2017,CONV_984282
984283,AmazonHelp,False,Sat Oct 14 09:47:24 +0000 2017,"@353336 Sorry to inform that we don't have a compensation policy. All our lightning deals are limited time, limited stock deals. 1/2^KA",,984282,984282,353336,Sat Oct 14 09:13:06 +0000 2017,CONV_984282
984647,353416,True,Sun Oct 22 10:22:47 +0000 2017,so you can send me parcels overnight but it takes hours to unlock my account? frustrating delay. @115830,984645,,984647,353416,Sun Oct 22 10:22:47 +0000 2017,CONV_984647
984645,AmazonHelp,False,Sun Oct 22 10:28:25 +0000 2017,"@353416 Hi, sorry. The accounts specialists will need some time to review the case. Please keep us posted. ^JJ",984646,984647,984647,353416,Sun Oct 22 10:22:47 +0000 2017,CONV_984647
984646,353416,True,Sun Oct 22 17:40:50 +0000 2017,"@AmazonHelp yes that's all very well, but why tell me it will be resolved in 24 hours when it won't? I haven't had a single update at all.",984648,984645,984647,353416,Sun Oct 22 10:22:47 +0000 2017,CONV_984647
984648,AmazonHelp,False,Sun Oct 22 17:58:00 +0000 2017,"@353416 Just to clarify, did you speak with someone in Customer Service or receive any e-mails from us? I'd recommend checking spam. ^AR",984649,984646,984647,353416,Sun Oct 22 10:22:47 +0000 2017,CONV_984647
984649,353416,True,Sun Oct 22 18:03:40 +0000 2017,@AmazonHelp I telephoned customer service last night.,984650,984648,984647,353416,Sun Oct 22 10:22:47 +0000 2017,CONV_984647
984650,AmazonHelp,False,Sun Oct 22 18:08:42 +0000 2017,@353416 It can take two business days for a response. Have you received any e-mails from us indicating we need additional information? ^MJ,984651,984649,984647,353416,Sun Oct 22 10:22:47 +0000 2017,CONV_984647
984651,353416,True,Sun Oct 22 18:14:42 +0000 2017,@AmazonHelp nope nothing. I gave info was told it needs specialists and would be sorted in 24 hours. Radio silence since.,984652,984650,984647,353416,Sun Oct 22 10:22:47 +0000 2017,CONV_984647
984652,AmazonHelp,False,Sun Oct 22 18:21:00 +0000 2017,@353416 Has it been over 24 hours since you've contacted us via phone? Please let us know! ^AB,984653,984651,984647,353416,Sun Oct 22 10:22:47 +0000 2017,CONV_984647
984653,353416,True,Sun Oct 22 18:33:53 +0000 2017,@AmazonHelp yes over 24 hours now. Called early last night.,984654,984652,984647,353416,Sun Oct 22 10:22:47 +0000 2017,CONV_984647
